User country,Nr. hotel reviews,Helpful votes,Score,Traveler type,Pool,Gym,Spa,Free internet,Hotel name,Hotel stars,Nr. rooms,User continent
USA,11,15,5,Couples,YES,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America
UK,43,68,5,Friends,YES,YES,YES,YES,Encore at wynn Las Vegas,5,2034,Europe
USA,5,1,5,Couples,YES,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America
UK,10,7,4,Business,YES,YES,YES,YES,Encore at wynn Las Vegas,5,2034,Europe
India,7,8,5,Couples,YES,YES,YES,YES,Encore at wynn Las Vegas,5,2034,Asia
USA,5,14,5,Couples,YES,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America
USA,25,41,5,Friends,YES,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America
USA,10,6,5,Business,YES,YES,YES,YES,Encore at wynn Las Vegas,5,2034,North America
USA,3,2,5,Couples,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
USA,39,48,2,Families,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
Mexico,3,1,5,Business,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
Canada,4,4,5,Couples,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
UK,7,42,5,Couples,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Europe
Netherlands,49,18,4,Couples,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Europe
Australia,37,58,4,Business,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Oceania
Canada,5,45,4,Families,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
Brazil,31,38,5,Families,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,South America
USA,25,19,1,Couples,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
USA,3,4,5,Friends,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
USA,6,7,5,Solo,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
Finland,18,9,4,Families,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Europe
UK,0,9,5,Families,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Europe
USA,17,24,4,Couples,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
UK,21,19,5,Families,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Europe
Canada,34,41,5,Families,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
USA,17,14,5,Solo,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
UK,3,16,2,Couples,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Europe
USA,5,11,4,Business,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
USA,4,1,3,Families,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
Mexico,15,25,4,Families,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
USA,11,36,5,Couples,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,North America
Australia,16,9,4,Couples,YES,YES,YES,YES,Hilton Grand Vacations on the Boulevard,"3,5",1228,Oceania
Canada,34,88,4,Business,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,North America
USA,78,169,4,Business,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,North America
USA,18,36,5,Families,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,North America
USA,13,20,5,Business,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,North America
UK,37,55,4,Friends,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,Europe
Germany,107,131,5,Business,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,Europe
Canada,0,8,5,Couples,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,North America
USA,4,31,4,Couples,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,North America
Australia,79,339,4,Couples,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,Oceania
Canada,39,42,4,Business,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,North America
USA,5,6,5,Families,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,North America
Australia,0,5,5,Families,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,Oceania
USA,37,48,5,Couples,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,North America
Denmark,76,115,5,Couples,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,Europe
Taiwan,12,7,5,Families,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,Asia
Israel,40,25,5,Families,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,Asia
Hawaii,19,58,5,Friends,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,North America
USA,3,5,5,Friends,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,North America
Thailand,9,8,3,Business,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,Asia
Mexico,43,78,5,Families,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,North America
Kuwait,23,20,4,Couples,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,Asia
Norway,12,46,4,Couples,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,Europe
USA,9,13,5,Couples,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,North America
Germany,33,23,4,Families,YES,YES,NO,YES,Marriott's Grand Chateau,"3,5",732,Europe
USA,71,119,5,Couples,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
USA,5,12,5,Friends,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
UK,12,6,3,Business,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,Europe
USA,117,319,5,Business,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
USA,4,3,5,Friends,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
USA,17,34,5,Couples,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
Brazil,5,9,5,Couples,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,South America
USA,10,13,4,Couples,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
India,0,3,2,Families,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,Asia
USA,20,22,3,Business,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
Malaysia,20,46,5,Friends,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,Asia
USA,15,17,3,Couples,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
Germany,55,134,5,Couples,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,Europe
Canada,3,7,4,Business,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
Canada,3,2,3,Business,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
USA,3,19,4,Couples,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
Australia,15,16,5,Couples,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,Oceania
USA,4,6,5,Couples,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
UK,11,14,3,Couples,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,Europe
Canada,12,17,5,Business,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
USA,71,119,4,Couples,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
USA,6,9,3,Business,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
Canada,8,5,5,Families,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
USA,4,4,5,Friends,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3,716,North America
USA,24,72,3,Business,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
USA,3,3,5,Couples,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
UK,13,26,2,Couples,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,Europe
USA,3,8,2,Families,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
USA,13,21,5,Friends,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
Hawaii,7,4,5,Couples,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
Hawaii,14,61,3,Families,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
Canada,48,33,3,Families,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
USA,8,12,3,Friends,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
Canada,1,1,3,Families,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
USA,11,24,5,Couples,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
Australia,12,22,4,Couples,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,Oceania
USA,7,25,3,Families,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
Canada,6,22,5,Couples,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
USA,4,4,4,Families,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
USA,23,11,5,Families,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
Canada,18,24,5,Friends,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
USA,263,300,4,Business,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
Australia,7,9,4,Families,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,Oceania
India,44,53,4,Couples,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,Asia
Czech Republic,5,15,4,Business,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,Europe
USA,7,1,5,Business,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
USA,9,25,4,Couples,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
Mexico,3,3,5,Families,YES,YES,NO,YES,Hilton Grand Vacations at the Flamingo,3,315,North America
USA,3,12,4,Friends,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
Australia,11,13,5,Families,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,Oceania
USA,11,33,5,Couples,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
Canada,4,15,5,Couples,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
USA,12,51,5,Friends,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
USA,12,35,4,Couples,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
Canada,22,38,5,Families,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
USA,4,7,5,Couples,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
Australia,5,5,4,Families,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,Oceania
USA,10,15,4,Business,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
UK,17,27,5,Couples,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,Europe
India,12,7,5,Families,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,Asia
UK,3,14,5,Families,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,Europe
USA,8,16,4,Friends,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
USA,8,14,3,Families,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
Canada,4,6,5,Couples,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
USA,3,14,5,Friends,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
USA,162,265,4,Business,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
Ireland,27,32,3,Couples,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,Europe
UK,12,30,4,Couples,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,Europe
Japan,9,23,3,Families,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,Asia
USA,24,47,4,Families,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
USA,28,133,4,Families,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
Canada,35,46,5,Friends,YES,YES,NO,YES,Wyndham Grand Desert,"3,5",787,North America
Ireland,11,20,4,Business,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Europe
USA,6,9,5,Solo,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,North America
USA,16,15,4,Families,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,North America
Mexico,0,2,5,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,North America
USA,3,13,3,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,North America
USA,7,5,5,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,North America
Israel,78,206,5,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Asia
Australia,13,26,4,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Oceania
Australia,10,26,4,Families,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Oceania
UK,3,9,5,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Europe
USA,5,6,5,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,North America
USA,34,46,5,Business,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,North America
Australia,6,19,4,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Oceania
UK,7,12,4,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Europe
Canada,8,24,5,Families,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,North America
UK,6,15,5,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Europe
UK,11,14,5,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Europe
UK,7,15,5,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Europe
Brazil,0,8,5,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,South America
UK,20,31,4,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Europe
Switzerland,6,3,5,Friends,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Europe
Australia,38,29,5,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Oceania
Singapore,10,11,5,Families,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,Asia
USA,6,12,4,Couples,YES,YES,YES,YES,The Venetian Las Vegas Hotel,5,4027,North America
Australia,6,3,4,Solo,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Oceania
USA,3,13,5,Families,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,North America
USA,6,26,4,Couples,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,North America
USA,9,111,5,Business,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,North America
India,35,53,5,Couples,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Asia
USA,9,17,2,Business,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,North America
Ireland,10,18,5,Business,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Europe
Spain,0,8,2,Families,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Europe
UK,6,16,3,Friends,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Europe
UK,6,17,5,Couples,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Europe
UK,0,5,5,Families,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Europe
USA,5,11,4,Business,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,North America
USA,5,23,5,Couples,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,North America
Korea,18,48,4,Families,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Asia
USA,8,2,4,Solo,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,North America
Scotland,25,37,5,Families,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Europe
Ireland,3,2,5,Couples,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Europe
USA,13,31,4,Business,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,North America
UK,22,42,5,Couples,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Europe
UK,6,12,4,Couples,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Europe
UK,18,43,5,Friends,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Europe
Canada,10,39,5,Friends,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,North America
India,4,1,4,Business,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Asia
Malaysia,18,19,2,Families,YES,YES,YES,YES,Bellagio Las Vegas,5,3933,Asia
USA,3,7,4,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
Canada,3,12,5,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
USA,4,2,2,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
USA,12,43,4,Friends,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
USA,13,59,2,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
USA,7,6,5,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
USA,16,54,4,Business,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
Canada,4,39,3,Friends,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
USA,5,4,5,Friends,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
USA,42,51,3,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
Australia,12,38,5,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,Oceania
Costa Rica,19,49,3,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
USA,15,23,4,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
UK,9,11,4,Families,YES,YES,YES,YES,Paris Las Vegas,4,2916,Europe
Egypt,37,65,5,Families,YES,YES,YES,YES,Paris Las Vegas,4,2916,Africa
USA,7,26,5,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
USA,10,27,4,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
Canada,6,13,5,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
Canada,3,10,2,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
USA,4,6,5,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
USA,8,25,4,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
USA,3,5,5,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
Canada,26,63,5,Couples,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
USA,7,6,4,Friends,YES,YES,YES,YES,Paris Las Vegas,4,2916,North America
Canada,13,17,4,Couples,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,3,4,3,Families,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
Italy,72,129,4,Solo,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,Europe
USA,19,27,3,Couples,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,11,12,5,Business,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,7,13,5,Friends,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,22,47,4,Business,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
Egypt,43,85,4,Solo,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,Africa
USA,17,21,3,Friends,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,10,18,4,Couples,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,47,161,4,Solo,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,13,11,3,Business,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
India,11,9,4,Families,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,Asia
USA,8,1,5,Couples,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,21,22,3,Families,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,6,3,4,Couples,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,27,19,5,Solo,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,16,59,3,Couples,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
UK,3,25,5,Couples,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,Europe
UK,4,8,5,Couples,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,Europe
Canada,13,29,4,Couples,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,23,31,4,Friends,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,6,5,2,Families,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
USA,19,112,4,Families,YES,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4,826,North America
