ID,Basket
1837,"pip fruit,coffee"
1838,"root vegetables,butter milk,frozen vegetables,pastry,dish cleaner,hygiene articles,napkins"
1842,"other vegetables,brown bread,soda,canned beer,shopping bags"
1844,"canned beer,shopping bags"
1849,"pork,whole milk,margarine"
1850,"pip fruit,yogurt,ice cream,soda"
1852,"tropical fruit,whole milk,butter,brown bread"
1854,"pip fruit,napkins"
1860,"sausage,butter,pastry,canned beer,shopping bags"
1861,"butter,white wine"
1863,"beef,citrus fruit,pip fruit,root vegetables,other vegetables,whipped/sour cream,margarine,canned vegetables,cat food,shopping bags"
1865,"rolls/buns,fruit/vegetable juice"
1867,"sausage,tropical fruit,whole milk,curd,butter milk,whipped/sour cream,rolls/buns,softener,house keeping products"
1868,"tropical fruit,whole milk,cream cheese ,frozen vegetables,rolls/buns,chocolate,candy,pot plants"
1869,soda
1871,pip fruit
1872,whole milk
1873,"chicken,beef,whole milk,bottled water,newspapers"
1874,"root vegetables,other vegetables,whipped/sour cream,canned beer,liquor,shopping bags"
1880,"rolls/buns,bottled water,soda"
1882,"tropical fruit,root vegetables,other vegetables,packaged fruit/vegetables,flower (seeds)"
1886,"whole milk,brown bread,newspapers"
1889,"pork,hamburger meat,yogurt,cream cheese ,spread cheese,frozen vegetables,pasta,instant coffee,soda,waffles,specialty bar,seasonal products"
1890,"frankfurter,domestic eggs"
1892,"frankfurter,pork,citrus fruit,pip fruit,other vegetables,whipped/sour cream,UHT-milk,salad dressing,frozen potato products,salty snack,newspapers"
1893,"whipped/sour cream,soda"
1894,curd
1895,"other vegetables,whole milk,frozen potato products,rolls/buns,pasta,instant coffee,soda,fruit/vegetable juice,bottled beer,cake bar,seasonal products"
1897,"whole milk,curd,rolls/buns,pastry,pasta,margarine"
1904,"pork,tropical fruit,whole milk,rolls/buns,margarine"
1909,chewing gum
1910,ice cream
1911,bottled water
1912,"liver loaf,pork,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,curd,dessert,yogurt,frozen vegetables,brown bread,semi-finished bread,oil,dog food,fruit/vegetable juice"
1913,"citrus fruit,tropical fruit,root vegetables,herbs,other vegetables,whole milk,yogurt,bottled water,bottled beer"
1914,"chicken,citrus fruit,yogurt,whipped/sour cream,spread cheese,margarine,softener"
1915,"citrus fruit,whole milk,sliced cheese,rolls/buns,pastry,roll products ,coffee,bottled water,soda,bottled beer,canned beer,rum,waffles,chocolate"
1916,"bottled water,liquor (appetizer),specialty bar"
1917,"pip fruit,berries,root vegetables,other vegetables,whole milk,whipped/sour cream"
1918,"whole milk,curd,yogurt,frozen vegetables,margarine,ketchup,cereals,canned fish,soda,cling film/bags"
1920,"turkey,hamburger meat,root vegetables,other vegetables,whole milk,yogurt,hard cheese,cereals,long life bakery product,specialty chocolate,candy,hygiene articles"
1922,"citrus fruit,pip fruit,other vegetables,canned vegetables"
1923,"sausage,other vegetables,dessert,domestic eggs,pastry,napkins"
1925,butter
1927,"beverages,rolls/buns,long life bakery product,shopping bags"
1928,"onions,bottled water,soda,canned beer,chewing gum,male cosmetics,napkins,cling film/bags"
1929,bottled beer
1930,"butter,pastry,semi-finished bread,white wine,detergent"
1931,"root vegetables,butter,pot plants"
1932,"sausage,ham,meat,pork,tropical fruit,pip fruit,grapes,other vegetables,whole milk,butter,whipped/sour cream,frozen meals,frozen fish,ice cream,domestic eggs,pastry,soda,syrup,detergent"
1935,"chicken,tropical fruit,whole milk,pastry,soda,long life bakery product,waffles,chocolate"
1936,"sausage,pip fruit,whole milk,rolls/buns,flour,oil,soda"
1937,"other vegetables,soda"
1939,root vegetables
1940,"chicken,other vegetables,whole milk"
1941,"tropical fruit,pip fruit,whole milk,curd,yogurt,frozen vegetables,frozen meals,white bread,instant coffee,misc. beverages,bottled beer,hygiene articles"
1942,"pork,root vegetables,brown bread,soda,bottled beer"
1943,"tropical fruit,pip fruit,root vegetables,whole milk,yogurt,beverages,domestic eggs,white bread,sweet spreads,soda"
1945,"other vegetables,curd,pastry,Instant food products,salty snack,cake bar,chewing gum,napkins"
1948,"root vegetables,other vegetables,whole milk,bottled water,bottled beer"
1950,frozen vegetables
1951,"beef,whole milk,butter,rolls/buns,cat food,bottled beer"
1953,"rolls/buns,brown bread,bottled water"
1954,"canned beer,specialty chocolate"
1957,"frozen vegetables,frozen meals"
1958,"bottled water,specialty chocolate"
1959,domestic eggs
1960,"ice cream,sugar,napkins,dishes"
1961,"ice cream,roll products ,Instant food products,coffee,candles"
1962,"butter,whipped/sour cream,brown bread,pastry,canned vegetables,fruit/vegetable juice,long life bakery product"
1964,"ham,tropical fruit,specialty cheese,long life bakery product,hygiene articles,newspapers"
1965,"citrus fruit,pip fruit,other vegetables,whole milk,butter,cream cheese ,domestic eggs,vinegar,fruit/vegetable juice,softener,napkins"
1967,"butter,margarine"
1971,"soups,soda,shopping bags"
1973,"onions,rolls/buns"
1974,"ice cream,soda,fruit/vegetable juice"
1975,herbs
1979,"misc. beverages,cake bar"
1980,"ice cream,soda,bottled beer,salty snack"
1982,"beef,tropical fruit,frozen vegetables,pickled vegetables,bottled water,soda"
1983,canned beer
1984,"cat food,chocolate,specialty chocolate"
1985,whipped/sour cream
1988,"whole milk,pot plants"
1989,"root vegetables,domestic eggs"
1991,"sausage,pork,fish,citrus fruit,berries,whipped/sour cream,soda,fruit/vegetable juice,bathroom cleaner,soap"
1994,"berries,root vegetables,whole milk,dessert,yogurt,whipped/sour cream,cream cheese ,semi-finished bread,canned fruit,fruit/vegetable juice"
1995,"bottled beer,shopping bags"
1996,"pork,berries,whole milk,dessert,whipped/sour cream,fruit/vegetable juice,candy"
1997,"ice cream,soda,specialty chocolate"
1998,"curd,yogurt,waffles"
1999,"sausage,dessert,soda"
2001,"other vegetables,domestic eggs,soda"
2006,"other vegetables,brown bread,soda"
2008,"citrus fruit,tropical fruit,whole milk,domestic eggs,pastry,bottled water,salty snack"
2010,"citrus fruit,berries,onions,other vegetables,condensed milk,soft cheese,oil,pickled vegetables,specialty vegetables,coffee,bottled water,soda,bottled beer,dish cleaner,male cosmetics,cling film/bags"
2014,"other vegetables,yogurt,fruit/vegetable juice,shopping bags"
2015,"sausage,chicken,beef,pip fruit,root vegetables,onions,yogurt,soft cheese,mayonnaise,margarine,jam,sweet spreads,coffee,bottled water,soda,dish cleaner"
2019,"tropical fruit,berries,yogurt,domestic eggs,brown bread,soda,candy"
2020,"pork,other vegetables,whipped/sour cream"
2021,"whole milk,yogurt,cream cheese ,oil,pickled vegetables,cat food,misc. beverages,long life bakery product,chocolate,specialty bar,dishes"
2023,"citrus fruit,white bread,ketchup,fruit/vegetable juice,bottled beer,salty snack,popcorn,shopping bags"
2024,"whole milk,margarine,bottled water"
2028,soda
2030,shopping bags
2033,"pip fruit,sugar"
2034,"root vegetables,onions,other vegetables,yogurt,frozen meals,vinegar,canned vegetables,soda,salty snack,napkins"
2036,bottled water
2037,flour
2041,canned beer
2042,"whole milk,cream cheese ,oil,bottled water,fruit/vegetable juice,pot plants"
2045,margarine
2046,whole milk
2047,"whole milk,ice cream,pastry,coffee,shopping bags"
2049,salty snack
2050,"root vegetables,onions,whipped/sour cream,UHT-milk,frozen dessert,margarine,syrup"
2052,brown bread
2054,"sausage,ham,chicken,other vegetables,whole milk,butter,whipped/sour cream,cream cheese "
2055,"ham,other vegetables,whole milk,frozen vegetables"
2057,"sausage,pip fruit,onions,spices,cat food,bottled beer,newspapers"
2058,"root vegetables,yogurt,fruit/vegetable juice"
2061,"pork,frozen potato products,soda"
2063,"other vegetables,whole milk,yogurt,spices"
2065,"pip fruit,margarine"
2067,"whole milk,specialty bar"
2069,"pork,onions,pastry,potato products,bottled water"
2070,"whole milk,specialty fat,soda"
2071,"pork,tropical fruit,berries,whole milk,yogurt,white bread,oil"
2072,"cat food,chocolate"
2074,"brown bread,margarine,long life bakery product,flower (seeds)"
2075,"berries,dessert,whipped/sour cream,bottled water,soda,fruit/vegetable juice,white wine"
2079,"sausage,pastry"
2080,"whole milk,yogurt,spread cheese,semi-finished bread,baking powder,soda,cake bar,chocolate,specialty bar"
2083,"sausage,root vegetables,white bread,roll products ,semi-finished bread,soda,napkins"
2084,"soda,chocolate,chocolate marshmallow"
2086,"bottled beer,canned beer"
2087,"sausage,ham,whole milk,dessert,margarine,baking powder,bottled water"
2090,"sausage,rolls/buns,white wine"
2091,pork
2092,"root vegetables,yogurt,beverages,domestic eggs,white bread,cat food"
2093,"citrus fruit,whole milk,baking powder,cocoa drinks,skin care,shopping bags"
2095,"whole milk,soda"
2097,"UHT-milk,mayonnaise,rolls/buns,pickled vegetables,soda,hygiene articles,shopping bags"
2098,"citrus fruit,tropical fruit,pip fruit,other vegetables,rolls/buns,misc. beverages,fruit/vegetable juice"
2100,"whole milk,butter milk,whipped/sour cream,ice cream,brown bread,specialty chocolate,candy,dish cleaner"
2101,canned beer
2104,"frozen fish,bottled beer"
2105,"other vegetables,whole milk,baking powder,coffee,flower (seeds)"
2107,"tropical fruit,other vegetables,whole milk,frozen vegetables,pastry,cake bar"
2109,"sausage,butter milk,soft cheese,rolls/buns,instant coffee,shopping bags"
2110,"pastry,soda"
2111,"spread cheese,fruit/vegetable juice"
2112,"rolls/buns,sweet spreads,canned fish,chewing gum,newspapers"
2113,"frankfurter,onions,candy,detergent"
2117,"frankfurter,whole milk,brown bread,cake bar,specialty bar,shopping bags"
2119,"rolls/buns,white bread,dish cleaner,shopping bags"
2120,"other vegetables,whole milk,soda,chocolate"
2121,"sausage,tropical fruit,other vegetables,whole milk,yogurt,coffee,shopping bags"
2126,"frankfurter,rolls/buns"
2128,soda
2133,"citrus fruit,whole milk,whipped/sour cream,rolls/buns,pastry"
2134,"frankfurter,beef,other vegetables,rolls/buns"
2137,"frankfurter,sausage,other vegetables,domestic eggs,ketchup,canned fish,soda,long life bakery product,shopping bags"
2140,"pip fruit,soda"
2141,"bottled beer,canned beer"
2142,beverages
2143,"liver loaf,whole milk,yogurt"
2146,"curd,tidbits,soda"
2147,"sausage,whole milk,bottled beer"
2153,"bottled water,fruit/vegetable juice"
2158,fruit/vegetable juice
2159,"onions,spread cheese"
2161,"tropical fruit,grapes,other vegetables,bottled beer,popcorn"
2167,"rolls/buns,misc. beverages"
2168,"sausage,beef,other vegetables,frozen fish,domestic eggs,roll products ,margarine,sugar,baking powder,coffee,kitchen towels,shopping bags"
2172,whole milk
2173,"hamburger meat,rolls/buns"
2174,"frankfurter,frozen potato products"
2178,bottled beer
2181,"pip fruit,nuts/prunes,curd,frozen dessert,sweet spreads,light bulbs"
2184,"rolls/buns,rum"
2186,"tropical fruit,cream cheese ,chocolate"
2187,"chicken,hamburger meat,other vegetables"
2188,"whole milk,yogurt"
2190,soda
2192,canned beer
2195,"domestic eggs,rolls/buns"
2197,"citrus fruit,male cosmetics"
2198,"sausage,citrus fruit,pip fruit,root vegetables,herbs,other vegetables,curd,yogurt,soft cheese,cat food,shopping bags"
2200,light bulbs
2201,"rolls/buns,newspapers"
2206,"whole milk,beverages,frozen meals,frozen dessert"
2210,"beef,whipped/sour cream,napkins"
2211,"other vegetables,beverages,domestic eggs,brown bread,pastry,soda,newspapers"
2212,"tropical fruit,other vegetables,whole milk,mustard,bottled water"
2215,"sausage,hamburger meat,whole milk,pastry,shopping bags"
2216,"hamburger meat,whole milk,curd,rolls/buns,Instant food products,hygiene articles,napkins"
2219,soda
2220,"sweet spreads,soda,waffles"
2223,"root vegetables,whole milk,yogurt,jam,bottled water,soda,bottled beer,specialty chocolate,hygiene articles"
2224,"whipped/sour cream,pastry,canned fish,soda,waffles,dish cleaner,napkins"
2226,"whole milk,whipped/sour cream,specialty cheese,domestic eggs,dog food,soda,chewing gum"
2227,"citrus fruit,whole milk,butter,pastry,semi-finished bread,coffee,candy,newspapers,shopping bags"
2233,"whole milk,curd,yogurt,whipped/sour cream,canned vegetables,soda,shopping bags"
2234,"pastry,soda"
2238,dessert
2239,"pork,hamburger meat,herbs,yogurt,hard cheese,brown bread,sweet spreads,soda"
2240,"frankfurter,sausage,tropical fruit,whole milk,frozen fish,white wine,chewing gum,newspapers"
2241,butter
2243,"liver loaf,rolls/buns,soda"
2245,"whole milk,curd,butter milk,beverages,tidbits,long life bakery product,waffles,dental care"
2246,"frankfurter,chicken,brown bread,oil"
2248,soda
2251,chewing gum
2253,other vegetables
2255,"tropical fruit,other vegetables,whole milk,fruit/vegetable juice,long life bakery product,shopping bags"
2256,whole milk
2257,"curd,canned beer,waffles,candy"
2260,"soda,chocolate,specialty chocolate"
2264,"onions,yogurt,frozen vegetables"
2266,"pip fruit,yogurt,sliced cheese,frozen vegetables,domestic eggs,pickled vegetables,specialty vegetables,female sanitary products,napkins"
2269,"yogurt,pastry"
2271,"frankfurter,ham,pip fruit,domestic eggs"
2274,"dish cleaner,napkins"
2284,"hard cheese,soda"
2286,"bottled water,soda,bottled beer,dental care"
2287,"soda,specialty bar"
2289,"whole milk,butter milk,yogurt"
2294,"ice cream,frozen dessert,salty snack"
2296,"beverages,waffles"
2300,"chicken,other vegetables,whole milk,cream cheese ,hygiene articles"
2301,"yogurt,bottled beer,liquor (appetizer),chewing gum"
2303,"yogurt,bottled water"
2304,whipped/sour cream
2305,"whole milk,yogurt,hard cheese,rolls/buns,bottled water"
2306,"citrus fruit,whole milk,butter milk,yogurt,baking powder"
2308,"citrus fruit,flour,pasta,margarine,sugar,baking powder,soda"
2310,beverages
2312,"beef,whole milk,frozen vegetables,sweet spreads,candy,dish cleaner,dental care,photo/film"
2314,"whole milk,yogurt,rolls/buns,bottled water"
2315,"frankfurter,citrus fruit,tropical fruit,other vegetables,whole milk,candles"
2316,"yogurt,rolls/buns,pastry,soda"
2317,canned beer
2319,"other vegetables,yogurt,whipped/sour cream,newspapers"
2320,"frankfurter,sausage,other vegetables,brown bread,flour,bottled water,candy"
2321,canned beer
2322,"pork,herbs,other vegetables,processed cheese,cake bar"
2325,"citrus fruit,tropical fruit,fruit/vegetable juice"
2326,"specialty fat,sugar,cat food"
2328,"whole milk,beverages,bottled water,cake bar,newspapers"
2330,"whole milk,pastry"
2331,hygiene articles
2335,"pip fruit,whole milk,yogurt"
2336,"other vegetables,rolls/buns"
2337,"hamburger meat,yogurt,rolls/buns,artif. sweetener,sauces,dish cleaner,dishes"
2338,"rolls/buns,specialty chocolate"
2340,canned beer
2341,"pork,rolls/buns,soda"
2342,"pork,beverages,flour,margarine,bottled beer"
2348,"pip fruit,root vegetables,other vegetables,whole milk,yogurt"
2350,"sausage,pip fruit,bottled water"
2356,"meat,tropical fruit,pip fruit,other vegetables,butter,pastry"
2357,"processed cheese,rolls/buns,soda"
2358,"sausage,pork,spread cheese,frozen vegetables,pastry"
2359,"citrus fruit,curd"
2360,frozen vegetables
2361,"sausage,rolls/buns,shopping bags"
2363,"pork,hamburger meat"
2367,"packaged fruit/vegetables,processed cheese,frozen vegetables,bottled water,fruit/vegetable juice,snack products,candy"
2368,packaged fruit/vegetables
2372,"sausage,pork,berries,other vegetables,whole milk,rolls/buns,brown bread,roll products ,margarine,sweet spreads,softener"
2373,"white bread,flour,oil,sugar,coffee,bottled water,salty snack"
2377,"frankfurter,rolls/buns,napkins"
2378,"frankfurter,rolls/buns,salt,canned beer,newspapers"
2379,"frankfurter,butter,rolls/buns,semi-finished bread,misc. beverages,shopping bags"
2381,"sausage,coffee,bottled water"
2384,"pip fruit,yogurt"
2385,"whole milk,coffee"
2386,processed cheese
2387,"hamburger meat,root vegetables,other vegetables,whole milk,rolls/buns,zwieback,margarine,flower (seeds)"
2389,"whole milk,brown bread,bottled beer"
2390,"hamburger meat,citrus fruit,other vegetables,whole milk,curd,yogurt,misc. beverages"
2391,"pasta,fruit/vegetable juice"
2392,"tropical fruit,butter,brown bread"
2393,"whole milk,bottled water"
2397,"rolls/buns,fruit/vegetable juice,long life bakery product,newspapers"
2401,"pork,beef,whole milk,condensed milk,domestic eggs,fruit/vegetable juice,sparkling wine,salty snack,waffles"
2402,"other vegetables,UHT-milk,rolls/buns,pastry,bottled water,soda"
2403,"domestic eggs,soda"
2404,"ham,beef,citrus fruit,tropical fruit,cream cheese ,bottled water,newspapers"
2406,specialty chocolate
2410,"tropical fruit,rolls/buns,bottled water"
2414,"hamburger meat,root vegetables,other vegetables,roll products "
2415,"citrus fruit,tropical fruit,pip fruit,pastry,coffee,chocolate"
2416,"whole milk,yogurt,frozen potato products,brown bread,napkins"
2418,chewing gum
2420,rolls/buns
2422,"snack products,chocolate"
2428,"spread cheese,rolls/buns"
2433,"domestic eggs,margarine,bottled water"
2434,"sausage,other vegetables"
2435,"citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,specialty cheese"
2439,shopping bags
2441,"frankfurter,root vegetables,onions,condensed milk,mayonnaise,frozen vegetables,Instant food products"
2442,"whole milk,spread cheese"
2443,"soda,hygiene articles,napkins"
2448,"tropical fruit,cat food,bottled water,soda,bottled beer,white wine,hygiene articles"
2450,"yogurt,pastry,canned beer,red/blush wine"
2452,"whole milk,tea,bottled beer,napkins,cling film/bags"
2453,"meat,curd,white bread"
2454,"frankfurter,pip fruit,other vegetables,whole milk,butter,yogurt,fruit/vegetable juice,shopping bags"
2459,"beef,yogurt,spread cheese,margarine,salty snack"
2460,"whipped/sour cream,candy"
2461,"pip fruit,root vegetables,whole milk,whipped/sour cream,processed cheese,white bread,flour,fruit/vegetable juice,napkins"
2463,soda
2464,"pip fruit,yogurt,bottled water,canned beer,chewing gum,napkins"
2467,"root vegetables,onions,other vegetables,whole milk,whipped/sour cream,specialty cheese,frozen meals,rolls/buns,white bread,pastry,canned vegetables,sweet spreads"
2470,soda
2471,"root vegetables,liquor,shopping bags"
2472,"other vegetables,cream cheese ,white bread,jam,coffee,bottled water,soda,fruit/vegetable juice,canned beer,red/blush wine,cling film/bags"
2475,"sausage,pip fruit,hard cheese,rolls/buns,soda"
2477,"whole milk,brown bread,chocolate,house keeping products,newspapers"
2483,"yogurt,frozen fish,ice cream"
2485,"yogurt,whipped/sour cream,hard cheese,ketchup"
2486,"other vegetables,whole milk,coffee"
2488,"yogurt,rolls/buns,misc. beverages"
2489,"citrus fruit,whole milk,butter,yogurt,zwieback,jam,dishes"
2493,"citrus fruit,rolls/buns,snack products"
2494,"frankfurter,photo/film"
2495,sausage
2496,other vegetables
2500,soda
2501,"sausage,beef,hamburger meat,yogurt,soft cheese,cream cheese ,domestic eggs,rolls/buns,pastry,instant coffee"
2503,bottled water
2505,"ham,root vegetables,butter,bottled water,white wine"
2507,"chicken,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk"
2508,"UHT-milk,domestic eggs,sugar,fruit/vegetable juice,newspapers"
2509,"beef,yogurt,rolls/buns,cat food,napkins,dishes,newspapers"
2510,"ham,domestic eggs,brown bread,bottled water,chocolate marshmallow,seasonal products,napkins,newspapers"
2511,"rolls/buns,zwieback,chocolate marshmallow,dishes"
2515,"hard cheese,honey,candy"
2517,bottled beer
2520,"rolls/buns,soda,newspapers"
2522,"meat,beef,onions,white wine,dishes"
2524,"beverages,white bread,pastry,newspapers,shopping bags"
2528,"meat,other vegetables"
2529,"sausage,tropical fruit,pip fruit,rolls/buns,pastry,margarine"
2531,canned beer
2532,"frankfurter,citrus fruit,tropical fruit,pip fruit,other vegetables,whole milk,curd,yogurt,whipped/sour cream,domestic eggs,sugar,bottled water,salty snack,candy,hygiene articles"
2536,bottled beer
2538,"bottled water,white wine,newspapers"
2539,"whole milk,domestic eggs,brown bread,photo/film"
2542,"pip fruit,other vegetables,whole milk,yogurt,brown bread,pastry"
2546,canned beer
2547,"pip fruit,nuts/prunes,root vegetables,condensed milk,rolls/buns,pickled vegetables,coffee,canned beer,liquor (appetizer)"
2548,photo/film
2551,"yogurt,white wine,red/blush wine"
2552,"UHT-milk,ice cream,domestic eggs,oil,soda,cling film/bags"
2554,"whole milk,whipped/sour cream"
2555,"meat,root vegetables,whole milk,newspapers"
2559,"sausage,other vegetables,yogurt,mayonnaise,rolls/buns,bottled water,soda,canned beer,shopping bags"
2562,"whole milk,frozen meals,rolls/buns,margarine"
2564,"coffee,fruit/vegetable juice"
2566,soda
2570,"hamburger meat,tropical fruit"
2573,"frankfurter,pip fruit,root vegetables,other vegetables,whole milk,soft cheese,cream cheese ,frozen vegetables,salt,specialty fat,sugar,jam,canned fish,coffee,fruit/vegetable juice,long life bakery product,waffles,chocolate,shopping bags"
2575,canned beer
2576,"frankfurter,root vegetables,whole milk,frozen vegetables,coffee,soda,long life bakery product,napkins,house keeping products,newspapers,shopping bags"
2577,"beef,citrus fruit,whole milk"
2580,"other vegetables,butter,yogurt,rolls/buns,pastry,margarine"
2581,pastry
2582,"sausage,citrus fruit,whole milk,yogurt,beverages,pasta,waffles,specialty chocolate"
2583,canned beer
2586,"finished products,soda,specialty chocolate"
2587,"other vegetables,whole milk,yogurt,specialty cheese,bottled water,misc. beverages,fruit/vegetable juice"
2589,"beef,root vegetables,other vegetables,whole milk,domestic eggs,hygiene articles"
2590,specialty bar
2593,"ham,citrus fruit,root vegetables,whipped/sour cream,canned beer,napkins"
2594,"tropical fruit,whole milk"
2596,"pork,hamburger meat,pip fruit,herbs,other vegetables,whole milk,butter,sliced cheese,processed cheese,rolls/buns,pastry,roll products ,margarine"
2597,yogurt
2598,"chicken,other vegetables,bottled water,chewing gum,softener"
2599,"sausage,ham,pip fruit,whole milk,butter milk,yogurt,hard cheese,spread cheese,rolls/buns,pastry,margarine,salty snack,shopping bags"
2600,"hard cheese,white bread,brown bread"
2601,long life bakery product
2602,chicken
2603,"frankfurter,beef,citrus fruit,whole milk,rolls/buns,semi-finished bread,coffee,bottled beer"
2606,"tropical fruit,rolls/buns,pastry"
2607,"frozen meals,rolls/buns,bottled beer"
2608,whole milk
2610,"hamburger meat,pip fruit,whole milk,hard cheese,chocolate"
2611,"other vegetables,pastry,candy,napkins"
2612,"domestic eggs,rolls/buns"
2613,"hamburger meat,hard cheese,frozen vegetables,soda"
2614,"berries,root vegetables,whole milk,curd,frozen fish,domestic eggs,rolls/buns"
2618,"dessert,rolls/buns,sugar,bottled water"
2621,"root vegetables,whole milk,rolls/buns,specialty chocolate"
2624,"chicken,pip fruit,whole milk,pastry,coffee"
2626,"butter milk,canned fish"
2627,"butter milk,soft cheese,rolls/buns"
2629,"ham,hamburger meat,other vegetables,whole milk,curd,mayonnaise,domestic eggs,rolls/buns,margarine"
2631,"chicken,other vegetables,whole milk,yogurt,frozen vegetables,coffee,bottled beer,red/blush wine"
2633,"frankfurter,hamburger meat,tropical fruit,root vegetables,domestic eggs,Instant food products,detergent"
2634,"citrus fruit,pip fruit,whole milk,curd,whipped/sour cream,bottled water,bottled beer,specialty chocolate,shopping bags"
2635,"tropical fruit,whole milk,cat food,popcorn,specialty bar"
2637,whole milk
2638,canned beer
2639,canned beer
2640,"citrus fruit,rolls/buns,pastry,soda,pot plants,shopping bags"
2643,"sugar,bottled water,white wine"
2652,beverages
2654,canned beer
2655,"soda,chewing gum,newspapers,photo/film"
2660,"tropical fruit,grapes,UHT-milk,pickled vegetables,jam,coffee,salty snack"
2663,"sausage,butter milk,rolls/buns,bottled water,soda,canned beer,shopping bags"
2664,"whole milk,rolls/buns"
2666,"sausage,rolls/buns,brandy"
2667,"root vegetables,other vegetables,whole milk,butter,mustard,bottled water,flower (seeds)"
2669,"hamburger meat,fruit/vegetable juice,canned beer,white wine"
2670,"meat,whole milk,yogurt,soda,male cosmetics"
2672,"frankfurter,white bread,margarine,shopping bags"
2674,"whole milk,fruit/vegetable juice"
2675,"pastry,newspapers"
2677,canned beer
2682,"pastry,soda"
2684,"meat,finished products,white bread,long life bakery product,shopping bags"
2685,"soda,fruit/vegetable juice,specialty bar"
2686,"yogurt,cream cheese ,rolls/buns,chocolate"
2687,"whipped/sour cream,domestic eggs,margarine"
2688,"sausage,other vegetables,yogurt,bottled water,soda,canned beer,shopping bags"
2689,canned beer
2691,"pastry,soda"
2696,liquor
2700,chocolate
2701,"bottled beer,newspapers"
2703,"specialty cheese,hygiene articles,newspapers,shopping bags"
2704,"frankfurter,sausage,citrus fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables,white bread,brown bread,pasta,vinegar,soda,salty snack,detergent"
2705,"pip fruit,bottled beer"
2706,canned beer
2709,"beef,root vegetables,other vegetables,whole milk,dessert,yogurt,rolls/buns,margarine,jam,soda,liquor (appetizer),waffles,chocolate marshmallow,candy,bathroom cleaner,light bulbs"
2712,"sausage,turkey,beef,citrus fruit,herbs,flour,margarine,Instant food products,bottled water"
2713,"rolls/buns,soda"
2714,"whole milk,pastry,soda"
2715,"beef,tropical fruit,root vegetables,whole milk"
2716,"ham,whole milk,domestic eggs,tea,bottled water,bottled beer"
2717,"finished products,chicken,pork,beef,hamburger meat,berries,butter,domestic eggs,rolls/buns,brown bread,pastry,flour,Instant food products,soda,salty snack,chocolate,specialty chocolate,hygiene articles,flower (seeds)"
2720,"sausage,liver loaf,misc. beverages,fruit/vegetable juice,canned beer,salty snack,shopping bags"
2724,"sausage,yogurt,cream"
2726,"organic sausage,rolls/buns"
2727,"pork,tropical fruit,other vegetables,coffee,shopping bags"
2732,"citrus fruit,tropical fruit,pip fruit,grapes,berries,root vegetables,other vegetables,beverages,Instant food products,long life bakery product"
2733,other vegetables
2734,canned beer
2735,"rolls/buns,canned fruit"
2736,"ham,other vegetables,condensed milk,domestic eggs,salty snack"
2737,"beverages,waffles"
2740,"frankfurter,sausage,whole milk,margarine,sauces,chocolate"
2741,"whole milk,frozen dessert,margarine,snack products"
2742,citrus fruit
2743,"frankfurter,pork,herbs,other vegetables,butter,rolls/buns"
2744,"frankfurter,sausage,other vegetables,whole milk,butter,curd,dessert,yogurt,brown bread,pastry,waffles,chocolate,dishes"
2745,"yogurt,beverages,bottled beer,dishes"
2749,"chicken,beef,pip fruit,berries,other vegetables,whole milk,whipped/sour cream,frozen fruits,frozen meals,domestic eggs,salty snack"
2750,"sausage,rolls/buns"
2756,"chicken,pork,butter,candles"
2759,"citrus fruit,root vegetables,domestic eggs,margarine,dishes"
2761,"tropical fruit,nuts/prunes,whole milk,whipped/sour cream,waffles,newspapers"
2765,"pork,tropical fruit,root vegetables,whipped/sour cream,UHT-milk,frozen vegetables,roll products ,oil,bottled water,candy"
2766,"pastry,sugar,mustard,chewing gum,shopping bags"
2771,photo/film
2773,waffles
2774,"sausage,sliced cheese,cream cheese ,candy,shopping bags"
2777,"other vegetables,specialty cheese"
2779,"ice cream,chewing gum"
2782,"frozen meals,pastry,pasta"
2783,"ham,meat,chicken,tropical fruit,berries,soft cheese,specialty cheese,long life bakery product,flower (seeds)"
2785,"soda,misc. beverages,sparkling wine,chewing gum,specialty chocolate,shopping bags"
2791,canned beer
2792,root vegetables
2800,"canned beer,newspapers"
2801,"cat food,waffles"
2805,rolls/buns
2807,frozen meals
2809,"pastry,soda"
2812,yogurt
2813,bottled beer
2815,"hamburger meat,other vegetables,frozen vegetables,frozen meals,cat food,fruit/vegetable juice"
2818,"butter,napkins"
2820,dessert
2822,bags
2824,"brown bread,bottled water,soda,fruit/vegetable juice,bottled beer,newspapers,photo/film"
2829,"sausage,rolls/buns,soda,chocolate"
2830,"whole milk,canned fish,newspapers"
2832,canned beer
2833,"citrus fruit,tropical fruit,frozen meals,frozen dessert,rolls/buns,misc. beverages"
2835,"whole milk,newspapers"
2836,"pip fruit,whole milk,pastry,waffles,cake bar,specialty bar,shopping bags"
2838,"citrus fruit,whole milk"
2839,misc. beverages
2840,"frankfurter,beef,brown bread,margarine,soda,candy"
2841,"chocolate,napkins"
2845,"rolls/buns,white bread,waffles"
2846,"pip fruit,zwieback,salty snack,cake bar,specialty bar"
2848,"root vegetables,whole milk,rolls/buns"
